	timestamps	stim_X	stim_Y	gaze_X	gaze_Y	frame	timestamp	success
508	1614777626.582208	441	869	650	1040	621	20.666999999999998	1
509	1614777626.5931349	441	869	647	1039	621	20.666999999999998	1
510	1614777626.603774	441	869	644	1039	621	20.666999999999998	1
511	1614777626.615543	441	869	642	1038	622	20.7	1
512	1614777626.626797	433	869	639	1037	622	20.7	1
513	1614777626.6372519	433	869	637	1036	622	20.7	1
514	1614777626.64887	433	869	634	1035	623	20.733	1
515	1614777626.659863	433	869	632	1034	623	20.733	1
516	1614777626.670367	433	869	630	1034	623	20.733	1
517	1614777626.682227	427	863	627	1034	623	20.733	1
518	1614777626.693244	427	863	625	1034	624	20.767	1
519	1614777626.70371	427	863	623	1034	624	20.767	1
520	1614777626.71545	427	863	621	1034	624	20.767	1
521	1614777626.726625	424	855	619	1034	625	20.8	1
522	1614777626.737147	424	855	617	1034	625	20.8	1
523	1614777626.749855	424	855	616	1034	625	20.8	1
524	1614777626.759901	424	855	614	1034	626	20.833000000000002	1
525	1614777626.770283	421	848	612	1034	626	20.833000000000002	1
526	1614777626.782037	421	848	610	1034	626	20.833000000000002	1
527	1614777626.793227	421	848	609	1033	627	20.866999999999997	1
528	1614777626.803699	421	848	607	1032	627	20.866999999999997	1
529	1614777626.815356	421	848	605	1032	627	20.866999999999997	1
530	1614777626.826475	422	839	603	1031	628	20.9	1
531	1614777626.837042	422	839	600	1031	628	20.9	1
532	1614777626.849612	422	839	598	1031	628	20.9	1
533	1614777626.859622	422	839	597	1032	629	20.933000000000003	1
534	1614777626.870275	425	832	595	1032	629	20.933000000000003	1
535	1614777626.8821	425	832	593	1032	629	20.933000000000003	1
536	1614777626.892951	425	832	591	1032	630	20.967	1
537	1614777626.903784	425	832	589	1032	630	20.967	1
538	1614777626.915261	426	824	587	1032	631	21.0	1
539	1614777626.926455	426	824	585	1031	631	21.0	1
540	1614777626.9369211	426	824	583	1030	631	21.0	1
541	1614777626.94858	426	824	582	1030	632	21.033	1
542	1614777626.959625	426	824	580	1029	632	21.033	1
543	1614777626.970368	424	817	578	1028	632	21.033	1
544	1614777626.981849	424	817	577	1028	633	21.066999999999997	1
545	1614777626.992872	424	817	575	1027	633	21.066999999999997	1
546	1614777627.003527	424	817	574	1026	634	21.1	1
547	1614777627.01515	422	808	573	1025	634	21.1	1
548	1614777627.0262618	422	808	571	1024	634	21.1	1
549	1614777627.038242	422	808	569	1022	634	21.1	1
550	1614777627.0485759	422	808	567	1018	634	21.1	1
551	1614777627.059825	419	800	565	1013	634	21.1	1
552	1614777627.070093	419	800	563	1010	635	21.133000000000003	1
553	1614777627.08183	419	800	562	1007	635	21.133000000000003	1
554	1614777627.09303	419	800	561	1004	635	21.133000000000003	1
555	1614777627.103375	418	792	560	1001	636	21.166999999999998	1
556	1614777627.1154392	418	792	558	997	636	21.166999999999998	1
557	1614777627.126272	418	792	558	994	637	21.2	1
558	1614777627.136706	418	792	557	992	637	21.2	1
559	1614777627.148495	418	792	556	988	637	21.2	1
560	1614777627.159964	415	784	554	984	638	21.233	1
561	1614777627.170306	415	784	553	981	638	21.233	1
562	1614777627.1817038	415	784	552	978	638	21.233	1
563	1614777627.193093	415	784	551	976	639	21.267	1
564	1614777627.203343	412	776	550	974	639	21.267	1
565	1614777627.215064	412	776	550	972	639	21.267	1
566	1614777627.226424	412	776	549	971	640	21.3	1
567	1614777627.2366712	412	776	548	969	640	21.3	1
568	1614777627.248466	411	768	546	967	640	21.3	1
569	1614777627.25925	411	768	544	966	641	21.333000000000002	1
570	1614777627.2701108	411	768	543	964	641	21.333000000000002	1
571	1614777627.281684	411	768	542	962	641	21.333000000000002	1
572	1614777627.2926269	408	760	541	960	642	21.366999999999997	1
573	1614777627.3035269	408	760	540	958	642	21.366999999999997	1
574	1614777627.315043	408	760	539	957	643	21.4	1
575	1614777627.326172	408	760	538	955	643	21.4	1
576	1614777627.3366868	408	760	537	955	643	21.4	1
577	1614777627.348402	406	752	538	954	644	21.433000000000003	1
578	1614777627.359424	406	752	538	953	644	21.433000000000003	1
579	1614777627.370006	406	752	538	951	645	21.467	1
580	1614777627.38167	406	752	537	950	646	21.5	1
581	1614777627.392782	404	744	537	948	646	21.5	1
582	1614777627.403241	404	744	538	947	646	21.5	1
583	1614777627.414924	404	744	537	945	646	21.5	1
584	1614777627.426165	404	744	536	943	646	21.5	1
585	1614777627.436704	403	736	536	942	646	21.5	1
586	1614777627.448267	403	736	536	940	646	21.5	1
587	1614777627.4594288	403	736	535	939	647	21.533	1
588	1614777627.4699461	403	736	535	938	647	21.533	1
589	1614777627.481678	403	736	535	937	647	21.533	1
590	1614777627.492693	401	727	534	936	648	21.566999999999997	1
591	1614777627.50305	401	727	534	936	648	21.566999999999997	1
592	1614777627.516635	401	727	533	934	648	21.566999999999997	1
593	1614777627.526066	401	727	533	930	649	21.6	1
594	1614777627.536516	400	719	534	925	649	21.6	1
595	1614777627.5481482	400	719	534	920	649	21.6	1
596	1614777627.559364	400	719	535	915	650	21.633000000000003	1
597	1614777627.569941	400	719	535	911	650	21.633000000000003	1
598	1614777627.5814369	398	711	535	907	650	21.633000000000003	1
599	1614777627.592739	398	711	535	903	651	21.666999999999998	1
600	1614777627.603075	398	711	535	899	651	21.666999999999998	1
601	1614777627.614846	398	711	534	896	651	21.666999999999998	1
602	1614777627.625843	398	711	534	893	652	21.7	1
603	1614777627.63635	398	702	535	890	652	21.7	1
604	1614777627.648006	398	702	534	887	652	21.7	1
605	1614777627.659256	398	702	534	884	653	21.733	1
606	1614777627.669766	398	702	533	880	653	21.733	1
607	1614777627.681736	397	693	533	877	654	21.767	1
608	1614777627.6924212	397	693	532	875	654	21.767	1
609	1614777627.704777	397	693	531	871	654	21.767	1
610	1614777627.7147038	397	693	530	869	654	21.767	1
611	1614777627.725732	397	684	529	867	655	21.8	1
612	1614777627.736295	397	684	529	865	656	21.833000000000002	1
613	1614777627.7481859	397	684	528	863	656	21.833000000000002	1
614	1614777627.759164	397	684	527	861	656	21.833000000000002	1
615	1614777627.769691	397	684	527	859	657	21.866999999999997	1
616	1614777627.781467	397	675	526	857	657	21.866999999999997	1
617	1614777627.7923741	397	675	526	854	657	21.866999999999997	1
618	1614777627.803134	397	675	525	852	658	21.9	1
619	1614777627.814582	397	675	525	849	658	21.9	1
620	1614777627.825866	397	666	524	848	658	21.9	1
621	1614777627.836321	397	666	524	846	658	21.9	1
622	1614777627.848244	397	666	524	843	658	21.9	1
623	1614777627.858993	397	666	524	840	658	21.9	1
624	1614777627.8696	397	657	524	837	659	21.933000000000003	1
625	1614777627.881266	397	657	524	834	659	21.933000000000003	1
626	1614777627.8928301	397	657	524	831	660	21.967	1
627	1614777627.902796	397	657	524	829	660	21.967	1
628	1614777627.914886	396	653	524	826	660	21.967	1
629	1614777627.925768	396	653	525	825	661	22.0	1
630	1614777627.93622	396	653	525	823	661	22.0	1
631	1614777627.94788	396	653	525	821	661	22.0	1
632	1614777627.959197	396	653	524	818	662	22.033	1
633	1614777627.969809	391	660	524	816	662	22.033	1
634	1614777627.981158	391	660	524	813	662	22.033	1
635	1614777627.992403	391	660	524	811	663	22.066999999999997	1
636	1614777628.0027962	391	660	524	809	663	22.066999999999997	1
637	1614777628.014742	384	659	524	807	663	22.066999999999997	1
638	1614777628.025608	384	659	524	806	664	22.1	1
639	1614777628.0362642	384	659	524	805	664	22.1	1
640	1614777628.047698	384	659	524	803	664	22.1	1
641	1614777628.0592039	387	651	524	801	665	22.133000000000003	1
642	1614777628.069571	387	651	523	798	666	22.166999999999998	1
643	1614777628.0809631	387	651	523	796	666	22.166999999999998	1
644	1614777628.09215	387	651	524	795	667	22.2	1
645	1614777628.102634	387	651	524	793	667	22.2	1
646	1614777628.1147802	389	643	524	792	667	22.2	1
647	1614777628.125659	389	643	523	790	667	22.2	1
648	1614777628.136073	389	643	523	788	668	22.233	1
649	1614777628.147707	389	643	522	786	668	22.233	1
650	1614777628.158751	390	634	522	784	668	22.233	1
651	1614777628.169389	390	634	521	782	669	22.267	1
652	1614777628.18096	390	634	521	781	669	22.267	1
653	1614777628.192275	390	634	520	780	669	22.267	1
654	1614777628.202732	393	627	519	779	670	22.3	1
655	1614777628.214266	393	627	518	777	670	22.3	1
656	1614777628.225462	393	627	519	776	670	22.3	1
657	1614777628.23595	393	627	518	775	670	22.3	1
658	1614777628.247746	394	618	518	774	670	22.3	1
659	1614777628.258802	394	618	517	773	671	22.333000000000002	1
660	1614777628.269301	394	618	516	773	671	22.333000000000002	1
661	1614777628.280995	394	618	516	771	671	22.333000000000002	1
662	1614777628.292138	394	618	515	770	672	22.366999999999997	1
663	1614777628.3028538	394	615	514	769	672	22.366999999999997	1
664	1614777628.31425	394	615	514	769	672	22.366999999999997	1
665	1614777628.3254142	394	615	514	768	672	22.366999999999997	1
666	1614777628.335951	394	615	514	767	673	22.4	1
667	1614777628.347515	386	616	513	766	673	22.4	1
668	1614777628.358774	386	616	512	766	674	22.433000000000003	1
669	1614777628.370292	386	616	512	765	674	22.433000000000003	1
670	1614777628.380806	386	616	511	764	674	22.433000000000003	1
671	1614777628.39194	377	616	510	763	675	22.467	1
672	1614777628.402649	377	616	512	761	675	22.467	1
673	1614777628.4140651	377	616	515	759	675	22.467	1
674	1614777628.42534	377	616	518	756	676	22.5	1
675	1614777628.435826	377	616	520	753	676	22.5	1
676	1614777628.447824	370	613	522	750	677	22.533	1
677	1614777628.458614	370	613	523	747	678	22.566999999999997	1
678	1614777628.469172	370	613	524	744	678	22.566999999999997	1
679	1614777628.4808302	370	613	526	742	678	22.566999999999997	1
680	1614777628.491804	374	606	527	740	678	22.566999999999997	1
681	1614777628.5026321	374	606	528	738	679	22.6	1
682	1614777628.5146132	374	606	529	737	679	22.6	1
683	1614777628.525015	374	606	531	735	679	22.6	1
684	1614777628.535756	381	602	532	734	680	22.633000000000003	1
685	1614777628.547412	381	602	532	732	680	22.633000000000003	1
686	1614777628.558586	381	602	533	730	680	22.633000000000003	1
687	1614777628.569068	381	602	534	728	681	22.666999999999998	1
688	1614777628.580689	388	596	535	727	681	22.666999999999998	1
689	1614777628.5918028	388	596	537	725	681	22.666999999999998	1
690	1614777628.602587	388	596	537	724	682	22.7	1
691	1614777628.614155	388	596	538	722	682	22.7	1
692	1614777628.625083	388	596	538	721	682	22.7	1
693	1614777628.6357381	394	591	538	719	682	22.7	1
694	1614777628.6474571	394	591	539	718	682	22.7	1
695	1614777628.658544	394	591	539	717	682	22.7	1
696	1614777628.668965	394	591	539	716	683	22.733	1
697	1614777628.680697	401	585	537	714	683	22.733	1
698	1614777628.691776	401	585	536	711	684	22.767	1
699	1614777628.702299	401	585	534	709	684	22.767	1
700	1614777628.713998	401	585	532	708	684	22.767	1
701	1614777628.725121	407	578	530	707	684	22.767	1
702	1614777628.735631	407	578	528	705	685	22.8	1
703	1614777628.748326	407	578	526	703	685	22.8	1
704	1614777628.758625	407	578	524	702	686	22.833000000000002	1
705	1614777628.768941	411	571	522	700	686	22.833000000000002	1
706	1614777628.780498	411	571	519	699	686	22.833000000000002	1
707	1614777628.791827	411	571	517	697	687	22.866999999999997	1
708	1614777628.802137	411	571	516	695	687	22.866999999999997	1
709	1614777628.813859	414	563	514	693	688	22.9	1
710	1614777628.825139	414	563	513	691	688	22.9	1
711	1614777628.835598	414	563	512	690	689	22.933000000000003	1
712	1614777628.847234	414	563	512	689	689	22.933000000000003	1
713	1614777628.858327	414	563	510	688	689	22.933000000000003	1
714	1614777628.868863	410	562	509	687	690	22.967	1
715	1614777628.88061	410	562	508	687	690	22.967	1
716	1614777628.891581	410	562	508	687	690	22.967	1
717	1614777628.902068	410	562	510	686	690	22.967	1
718	1614777628.913851	401	562	512	685	691	23.0	1
719	1614777628.9248538	401	562	516	684	691	23.0	1
720	1614777628.937005	401	562	519	683	692	23.033	1
721	1614777628.94704	401	562	523	682	692	23.033	1
722	1614777628.958335	393	563	526	681	692	23.033	1
723	1614777628.968841	393	563	528	681	693	23.066999999999997	1
724	1614777628.9805038	393	563	530	680	693	23.066999999999997	1
725	1614777628.991558	393	563	533	679	693	23.066999999999997	1
726	1614777629.002149	393	563	535	678	694	23.1	1
727	1614777629.014057	386	566	538	678	694	23.1	1
728	1614777629.024931	386	566	539	677	694	23.1	1
729	1614777629.035411	386	566	541	677	695	23.133000000000003	1
730	1614777629.047075	386	566	542	677	695	23.133000000000003	1
731	1614777629.058136	378	568	544	676	695	23.133000000000003	1
732	1614777629.0686429	378	568	545	675	695	23.133000000000003	1
733	1614777629.081335	378	568	547	673	695	23.133000000000003	1
734	1614777629.0914788	378	568	548	673	695	23.133000000000003	1
735	1614777629.101878	378	568	549	672	696	23.166999999999998	1
736	1614777629.113759	379	561	550	671	696	23.166999999999998	1
737	1614777629.125431	379	561	551	670	697	23.2	1
738	1614777629.135466	379	561	552	670	697	23.2	1
739	1614777629.14733	379	561	553	670	698	23.233	1
740	1614777629.1581721	383	554	554	670	698	23.233	1
741	1614777629.1686919	383	554	555	670	699	23.267	1
742	1614777629.180239	383	554	556	669	699	23.267	1
743	1614777629.1915698	383	554	557	668	699	23.267	1
744	1614777629.201924	390	548	558	667	699	23.267	1
745	1614777629.213624	390	548	559	667	700	23.3	1
746	1614777629.2248619	390	548	559	666	700	23.3	1
747	1614777629.235091	390	548	560	666	700	23.3	1
748	1614777629.246801	390	548	560	666	701	23.333000000000002	1
749	1614777629.258579	397	543	560	667	701	23.333000000000002	1
750	1614777629.268867	397	543	558	668	701	23.333000000000002	1
751	1614777629.280126	397	543	556	668	702	23.366999999999997	1
752	1614777629.291474	397	543	553	668	702	23.366999999999997	1
753	1614777629.301908	404	538	549	666	702	23.366999999999997	1
754	1614777629.31355	404	538	545	665	703	23.4	1
755	1614777629.3265688	404	538	542	663	703	23.4	1
756	1614777629.3353279	404	538	538	660	704	23.433000000000003	1
757	1614777629.3468401	411	534	536	658	704	23.433000000000003	1
758	1614777629.3579528	411	534	533	655	704	23.433000000000003	1
759	1614777629.368797	411	534	530	653	705	23.467	1
760	1614777629.380287	411	534	528	651	705	23.467	1
761	1614777629.391407	417	528	526	649	705	23.467	1
762	1614777629.402089	417	528	524	648	706	23.5	1
763	1614777629.413651	417	528	522	646	706	23.5	1
764	1614777629.4246109	417	528	521	645	706	23.5	1
765	1614777629.435242	417	528	519	644	706	23.5	1
766	1614777629.447063	423	522	518	643	706	23.5	1
767	1614777629.457969	423	522	518	643	706	23.5	1
768	1614777629.4685311	423	522	521	642	707	23.533	1
769	1614777629.480133	423	522	526	642	707	23.533	1
770	1614777629.491182	428	515	529	641	708	23.566999999999997	1
771	1614777629.501742	428	515	532	641	708	23.566999999999997	1
772	1614777629.514064	428	515	535	639	709	23.6	1
773	1614777629.524659	428	515	538	638	709	23.6	1
774	1614777629.535074	434	508	541	637	709	23.6	1
775	1614777629.546642	434	508	543	637	710	23.633000000000003	1
776	1614777629.557883	434	508	547	635	710	23.633000000000003	1
777	1614777629.5682359	434	508	549	634	710	23.633000000000003	1
778	1614777629.580101	438	501	551	633	711	23.666999999999998	1
779	1614777629.5915089	438	501	551	632	711	23.666999999999998	1
780	1614777629.6017	438	501	552	631	711	23.666999999999998	1
781	1614777629.6133199	438	501	552	630	712	23.7	1
782	1614777629.624501	438	501	552	630	712	23.7	1
783	1614777629.6353528	442	494	552	629	712	23.7	1
784	1614777629.646528	442	494	553	629	713	23.733	1
785	1614777629.657823	442	494	554	628	713	23.733	1
786	1614777629.6683302	442	494	556	627	714	23.767	1
787	1614777629.679833	446	487	558	627	714	23.767	1
788	1614777629.691277	446	487	560	626	714	23.767	1
789	1614777629.701605	446	487	562	626	715	23.8	1
790	1614777629.7133539	446	487	564	626	715	23.8	1
791	1614777629.7242382	449	479	566	626	715	23.8	1
792	1614777629.734901	449	479	567	627	716	23.833000000000002	1
793	1614777629.74827	449	479	568	627	716	23.833000000000002	1
794	1614777629.757716	449	479	569	627	716	23.833000000000002	1
795	1614777629.7682722	449	470	570	627	717	23.866999999999997	1
796	1614777629.779863	449	470	572	626	717	23.866999999999997	1
797	1614777629.790942	449	470	574	622	717	23.866999999999997	1
798	1614777629.801502	449	470	578	618	718	23.9	1
799	1614777629.8135312	449	470	582	613	718	23.9	1
800	1614777629.824308	448	463	585	609	718	23.9	1
801	1614777629.8347712	448	463	588	605	718	23.9	1
802	1614777629.8465211	448	463	591	601	718	23.9	1
803	1614777629.857659	448	463	594	597	718	23.9	1
804	1614777629.867966	441	458	596	594	719	23.933000000000003	1
805	1614777629.879893	441	458	599	591	720	23.967	1
806	1614777629.890852	441	458	600	589	720	23.967	1
807	1614777629.901365	441	458	602	586	720	23.967	1
808	1614777629.9131188	441	458	604	584	721	24.0	1
809	1614777629.92438	434	454	606	582	721	24.0	1
810	1614777629.934727	434	454	608	580	721	24.0	1
811	1614777629.947377	434	454	609	578	722	24.033	1
812	1614777629.9576519	434	454	610	575	722	24.033	1
813	1614777629.968059	427	448	612	573	722	24.033	1
814	1614777629.979672	427	448	613	571	723	24.066999999999997	1
815	1614777629.990899	427	448	614	570	723	24.066999999999997	1
816	1614777630.0015461	427	448	615	569	723	24.066999999999997	1
817	1614777630.0131972	427	448	615	567	724	24.1	1
818	1614777630.024568	420	443	616	565	724	24.1	1
819	1614777630.035374	420	443	617	564	724	24.1	1
820	1614777630.047533	420	443	618	562	725	24.133000000000003	1
821	1614777630.0576198	420	443	619	561	725	24.133000000000003	1
822	1614777630.068024	414	438	620	559	726	24.166999999999998	1
823	1614777630.079434	414	438	620	556	726	24.166999999999998	1
824	1614777630.0905552	414	438	620	554	726	24.166999999999998	1
825	1614777630.101292	407	431	621	553	727	24.2	1
826	1614777630.112742	407	431	620	552	727	24.2	1
827	1614777630.124183	401	426	621	550	727	24.2	1
828	1614777630.134514	401	426	621	549	728	24.233	1
829	1614777630.1460268	394	420	622	547	728	24.233	1
830	1614777630.157063	394	420	622	546	728	24.233	1
831	1614777630.167747	389	414	622	546	729	24.267	1
832	1614777630.1794028	389	414	619	543	729	24.267	1
833	1614777630.190438	389	414	615	539	729	24.267	1
834	1614777630.201359	382	407	610	534	730	24.3	1
835	1614777630.212869	382	407	606	529	730	24.3	1
836	1614777630.223742	378	400	601	523	731	24.333000000000002	1
837	1614777630.2345119	378	400	597	518	731	24.333000000000002	1
838	1614777630.246066	378	400	593	514	731	24.333000000000002	1
839	1614777630.257477	373	393	589	510	731	24.333000000000002	1
840	1614777630.2677839	373	393	586	507	731	24.333000000000002	1
841	1614777630.2794259	373	393	583	503	732	24.366999999999997	1
842	1614777630.290682	369	386	579	499	732	24.366999999999997	1
843	1614777630.301193	369	386	576	495	732	24.366999999999997	1
844	1614777630.312681	369	386	572	492	733	24.4	1
845	1614777630.323949	365	379	569	490	733	24.4	1
846	1614777630.334541	365	379	565	488	733	24.4	1
847	1614777630.347531	365	379	561	486	734	24.433000000000003	1
848	1614777630.357325	365	379	558	484	734	24.433000000000003	1
849	1614777630.367808	371	378	555	482	734	24.433000000000003	1
850	1614777630.379388	371	378	552	480	735	24.467	1
851	1614777630.3906028	371	378	550	478	735	24.467	1
852	1614777630.401259	371	378	548	477	735	24.467	1
853	1614777630.412771	380	376	546	475	736	24.5	1
854	1614777630.424126	380	376	544	474	736	24.5	1
855	1614777630.4345698	380	376	541	472	736	24.5	1
856	1614777630.4460518	380	376	539	470	737	24.533	1
857	1614777630.457109	380	376	537	468	737	24.533	1
858	1614777630.467865	381	369	535	466	738	24.566999999999997	1
859	1614777630.479165	381	369	535	464	738	24.566999999999997	1
860	1614777630.490387	381	369	534	462	738	24.566999999999997	1
861	1614777630.500985	381	369	533	461	739	24.6	1
862	1614777630.512867	376	362	531	459	739	24.6	1
863	1614777630.5236359	376	362	529	457	739	24.6	1
864	1614777630.534529	376	362	528	455	740	24.633000000000003	1
865	1614777630.5459971	376	362	526	453	740	24.633000000000003	1
866	1614777630.5568929	370	357	525	452	740	24.633000000000003	1
867	1614777630.567796	370	357	525	450	741	24.666999999999998	1
868	1614777630.5803561	370	357	524	449	741	24.666999999999998	1
869	1614777630.590297	370	357	523	448	741	24.666999999999998	1
870	1614777630.601066	362	353	522	447	741	24.666999999999998	1
871	1614777630.612572	362	353	520	446	742	24.7	1
872	1614777630.623781	362	353	519	446	742	24.7	1
873	1614777630.634369	362	353	518	446	742	24.7	1
874	1614777630.645942	356	346	516	445	743	24.733	1
875	1614777630.656943	356	346	516	444	743	24.733	1
876	1614777630.667557	356	346	515	443	743	24.733	1
877	1614777630.679255	356	346	513	441	744	24.767	1
878	1614777630.690376	356	346	512	441	744	24.767	1
879	1614777630.700932	351	340	510	440	744	24.767	1
880	1614777630.7125552	351	340	509	438	745	24.8	1
881	1614777630.723684	351	340	508	437	745	24.8	1
882	1614777630.734268	351	340	506	435	745	24.8	1
883	1614777630.7458801	345	340	505	435	746	24.833000000000002	1
884	1614777630.756889	345	340	504	434	746	24.833000000000002	1
885	1614777630.767739	345	340	504	434	746	24.833000000000002	1
886	1614777630.779242	345	340	504	433	747	24.866999999999997	1
887	1614777630.790237	337	343	504	432	747	24.866999999999997	1
888	1614777630.800797	337	343	504	431	747	24.866999999999997	1
889	1614777630.813852	337	343	504	430	748	24.9	1
890	1614777630.823555	337	343	504	428	748	24.9	1
891	1614777630.8342519	330	347	503	427	748	24.9	1
892	1614777630.84565	330	347	502	426	749	24.933000000000003	1
893	1614777630.856926	330	347	502	426	749	24.933000000000003	1
894	1614777630.86749	330	347	501	425	749	24.933000000000003	1
895	1614777630.879297	330	347	501	423	750	24.967	1
896	1614777630.890507	323	352	502	422	750	24.967	1
897	1614777630.900857	323	352	501	420	751	25.0	1
898	1614777630.912387	323	352	501	419	751	25.0	1
899	1614777630.9234269	323	352	501	419	751	25.0	1
900	1614777630.934266	315	355	500	418	752	25.033	1
901	1614777630.945738	315	355	500	418	752	25.033	1
902	1614777630.956922	315	355	499	418	752	25.033	1
903	1614777630.967584	315	355	498	417	752	25.033	1
904	1614777630.979023	308	360	495	416	753	25.066999999999997	1
905	1614777630.990076	308	360	492	415	753	25.066999999999997	1
906	1614777631.000751	308	360	487	414	753	25.066999999999997	1
907	1614777631.0125	308	360	484	413	753	25.066999999999997	1
908	1614777631.023333	301	364	481	410	754	25.1	1
909	1614777631.034093	301	364	479	408	754	25.1	1
910	1614777631.045893	301	364	476	407	754	25.1	1
911	1614777631.056917	301	364	474	406	755	25.133000000000003	1
912	1614777631.067338	301	364	471	406	755	25.133000000000003	1
913	1614777631.079035	294	368	467	405	756	25.166999999999998	1
914	1614777631.090055	294	368	465	404	756	25.166999999999998	1
915	1614777631.1006289	294	368	463	403	756	25.166999999999998	1
916	1614777631.112034	287	373	461	402	757	25.2	1
917	1614777631.123227	287	373	459	402	757	25.2	1
918	1614777631.133649	287	373	457	401	757	25.2	1
919	1614777631.145507	280	375	456	401	758	25.233	1
920	1614777631.15655	280	375	454	400	758	25.233	1
921	1614777631.167223	287	369	453	400	759	25.267	1
922	1614777631.178705	287	369	451	400	759	25.267	1
923	1614777631.189862	294	365	450	399	759	25.267	1
924	1614777631.200624	294	365	448	399	760	25.3	1
925	1614777631.212017	294	365	447	399	760	25.3	1
926	1614777631.223466	301	361	446	399	760	25.3	1
927	1614777631.233675	301	361	445	400	761	25.333000000000002	1
928	1614777631.245399	308	355	443	400	761	25.333000000000002	1
929	1614777631.256603	308	355	442	400	761	25.333000000000002	1
930	1614777631.266998	308	355	441	400	762	25.366999999999997	1
931	1614777631.2786698	315	352	438	401	762	25.366999999999997	1
932	1614777631.28971	315	352	435	402	762	25.366999999999997	1
933	1614777631.300442	315	352	430	405	763	25.4	1
934	1614777631.312104	322	348	425	410	763	25.4	1
935	1614777631.323133	322	348	420	414	763	25.4	1
936	1614777631.33405	322	348	416	419	763	25.4	1
937	1614777631.345622	322	348	412	422	763	25.4	1
938	1614777631.35679	329	343	408	426	764	25.433000000000003	1
939	1614777631.367318	329	343	405	430	764	25.433000000000003	1
940	1614777631.378808	329	343	403	433	764	25.433000000000003	1
941	1614777631.389949	329	343	401	437	765	25.467	1
942	1614777631.40046	337	340	399	440	765	25.467	1
943	1614777631.41213	337	340	397	443	766	25.5	1
944	1614777631.423206	337	340	398	444	766	25.5	1
945	1614777631.43399	337	340	401	442	766	25.5	1
946	1614777631.445351	344	336	405	439	766	25.5	1
947	1614777631.4564462	344	336	408	436	767	25.533	1
948	1614777631.4672868	344	336	410	434	767	25.533	1
949	1614777631.478675	344	336	413	431	768	25.566999999999997	1
950	1614777631.4897	344	336	415	429	768	25.566999999999997	1
951	1614777631.500412	352	332	417	428	768	25.566999999999997	1
952	1614777631.511989	352	332	419	427	769	25.6	1
953	1614777631.523202	352	332	421	426	769	25.6	1
954	1614777631.533694	352	332	422	425	769	25.6	1
955	1614777631.545216	359	329	424	424	770	25.633000000000003	1
956	1614777631.556437	359	329	426	423	770	25.633000000000003	1
957	1614777631.56709	359	329	428	422	770	25.633000000000003	1
958	1614777631.578689	359	329	429	420	771	25.666999999999998	1
959	1614777631.58978	360	325	430	419	771	25.666999999999998	1
960	1614777631.600308	360	325	432	418	771	25.666999999999998	1
961	1614777631.6118321	360	325	433	416	772	25.7	1
962	1614777631.623121	360	325	434	415	772	25.7	1
963	1614777631.633637	353	322	435	414	772	25.7	1
964	1614777631.645363	353	322	436	413	773	25.733	1
965	1614777631.656455	353	322	437	412	773	25.733	1
966	1614777631.667098	353	322	439	411	773	25.733	1
967	1614777631.678522	353	322	439	410	773	25.733	1
968	1614777631.689949	347	316	441	409	774	25.767	1
969	1614777631.700357	347	316	445	407	774	25.767	1
970	1614777631.711879	347	316	452	405	774	25.767	1
971	1614777631.722872	347	316	457	403	775	25.8	1
972	1614777631.733795	341	310	462	401	775	25.8	1
973	1614777631.74521	341	310	467	399	775	25.8	1
974	1614777631.756209	341	310	471	397	776	25.833000000000002	1
975	1614777631.766973	341	310	475	396	776	25.833000000000002	1
976	1614777631.7784731	338	302	479	395	776	25.833000000000002	1
977	1614777631.789726	338	302	482	394	777	25.866999999999997	1
978	1614777631.800797	338	302	485	393	777	25.866999999999997	1
979	1614777631.811757	338	302	488	391	777	25.866999999999997	1
980	1614777631.822911	339	294	490	390	778	25.9	1
981	1614777631.83339	339	294	493	389	778	25.9	1
982	1614777631.845096	339	294	494	388	779	25.933000000000003	1
983	1614777631.856188	339	294	496	387	779	25.933000000000003	1
984	1614777631.866751	339	294	498	385	779	25.933000000000003	1
985	1614777631.878428	347	291	500	385	780	25.967	1
986	1614777631.889555	347	291	501	385	780	25.967	1
987	1614777631.900149	347	291	502	385	780	25.967	1
988	1614777631.9116778	347	291	503	384	781	26.0	1
989	1614777631.923013	355	289	504	383	781	26.0	1
990	1614777631.933335	355	289	504	382	781	26.0	1
991	1614777631.945131	355	289	502	380	782	26.033	1
992	1614777631.9561589	355	289	501	377	782	26.033	1
993	1614777631.9670222	362	284	498	374	782	26.033	1
994	1614777631.978347	362	284	496	371	783	26.066999999999997	1
995	1614777631.9895241	362	284	494	368	783	26.066999999999997	1
996	1614777632.0001311	362	284	492	365	783	26.066999999999997	1
997	1614777632.011706	368	279	490	362	784	26.1	1
998	1614777632.022855	368	279	489	360	784	26.1	1
999	1614777632.03455	368	279	487	358	784	26.1	1
1000	1614777632.044879	368	279	485	356	784	26.1	1
1001	1614777632.056068	373	272	483	354	785	26.133000000000003	1
1002	1614777632.066561	373	272	481	352	785	26.133000000000003	1
1003	1614777632.078063	373	272	480	351	785	26.133000000000003	1
1004	1614777632.089356	376	264	478	349	786	26.166999999999998	1
1005	1614777632.0997071	376	264	477	348	786	26.166999999999998	1
1006	1614777632.111328	376	264	477	347	787	26.2	1
1007	1614777632.122625	379	256	476	346	787	26.2	1
1008	1614777632.133059	379	256	476	345	787	26.2	1
