	timestamps	stim_X	stim_Y	gaze_X	gaze_Y	frame	timestamp	success
160	1614777622.718316	809	846	1098	967	505	16.8	1
161	1614777622.729738	809	846	1094	971	506	16.833	1
162	1614777622.7401109	809	846	1090	974	507	16.867	1
163	1614777622.751667	809	846	1086	976	507	16.867	1
164	1614777622.763148	801	849	1082	978	507	16.867	1
165	1614777622.773361	801	849	1079	980	508	16.9	1
166	1614777622.784897	801	849	1076	982	508	16.9	1
167	1614777622.796166	801	849	1073	985	508	16.9	1
168	1614777622.806575	793	851	1071	987	509	16.933	1
169	1614777622.81825	793	851	1068	989	509	16.933	1
170	1614777622.829525	793	851	1066	991	509	16.933	1
171	1614777622.839954	793	851	1063	993	510	16.967	1
172	1614777622.851588	784	852	1060	994	510	16.967	1
173	1614777622.862807	784	852	1057	994	510	16.967	1
174	1614777622.873267	784	852	1055	995	511	17.0	1
175	1614777622.885061	784	852	1053	996	511	17.0	1
176	1614777622.896326	776	853	1051	997	511	17.0	1
177	1614777622.906884	776	853	1049	998	512	17.033	1
178	1614777622.9181929	776	853	1047	999	512	17.033	1
179	1614777622.9295769	776	853	1045	1001	512	17.033	1
180	1614777622.939934	768	855	1043	1002	513	17.067	1
181	1614777622.9516551	768	855	1040	1003	513	17.067	1
182	1614777622.962867	768	855	1037	1005	514	17.1	1
183	1614777622.973137	768	855	1034	1006	514	17.1	1
184	1614777622.9849072	759	856	1032	1006	514	17.1	1
185	1614777622.996208	759	856	1029	1007	515	17.133	1
186	1614777623.006574	759	856	1027	1008	515	17.133	1
187	1614777623.018044	759	856	1026	1008	515	17.133	1
188	1614777623.0295632	750	856	1025	1009	515	17.133	1
189	1614777623.039732	750	856	1023	1010	515	17.133	1
190	1614777623.05129	750	856	1021	1010	515	17.133	1
191	1614777623.062788	750	856	1019	1011	516	17.167	1
192	1614777623.073115	750	856	1017	1012	516	17.167	1
193	1614777623.0848289	743	859	1015	1013	517	17.2	1
194	1614777623.0960948	743	859	1014	1013	518	17.233	1
195	1614777623.106391	743	859	1012	1013	518	17.233	1
196	1614777623.118187	743	859	1010	1014	518	17.233	1
197	1614777623.1294231	736	863	1008	1013	518	17.233	1
198	1614777623.139724	736	863	1006	1013	519	17.267	1
199	1614777623.151516	736	863	1004	1013	519	17.267	1
200	1614777623.1630971	736	863	1002	1013	519	17.267	1
201	1614777623.173229	738	863	1000	1013	520	17.3	1
202	1614777623.1848009	738	863	998	1013	520	17.3	1
203	1614777623.195978	738	863	996	1013	520	17.3	1
204	1614777623.206314	738	863	994	1014	521	17.333	1
205	1614777623.218133	745	858	991	1014	521	17.333	1
206	1614777623.2292778	745	858	989	1013	521	17.333	1
207	1614777623.239558	745	858	987	1013	522	17.367	1
208	1614777623.251503	745	858	985	1013	522	17.367	1
209	1614777623.262608	747	863	984	1014	522	17.367	1
210	1614777623.273026	747	863	982	1014	523	17.4	1
211	1614777623.286053	747	863	980	1015	523	17.4	1
212	1614777623.295812	747	863	978	1015	523	17.4	1
213	1614777623.306242	740	866	976	1015	524	17.433	1
214	1614777623.318009	740	866	974	1016	524	17.433	1
215	1614777623.329557	740	866	972	1016	524	17.433	1
216	1614777623.339581	740	866	970	1015	525	17.467	1
217	1614777623.351438	744	867	967	1015	525	17.467	1
218	1614777623.3624198	744	867	965	1016	525	17.467	1
219	1614777623.373047	744	867	964	1016	526	17.5	1
220	1614777623.384623	744	867	962	1016	526	17.5	1
221	1614777623.3958712	744	867	960	1015	527	17.533	1
222	1614777623.406312	751	865	959	1015	527	17.533	1
223	1614777623.418047	751	865	959	1015	527	17.533	1
224	1614777623.429199	751	865	958	1016	528	17.567	1
225	1614777623.439397	751	865	957	1017	528	17.567	1
226	1614777623.451277	760	863	956	1017	528	17.567	1
227	1614777623.462727	760	863	955	1018	528	17.567	1
228	1614777623.4731991	760	863	954	1019	528	17.567	1
229	1614777623.4845061	760	863	953	1019	529	17.6	1
230	1614777623.495833	768	866	953	1020	529	17.6	1
231	1614777623.506675	768	866	953	1020	529	17.6	1
232	1614777623.518465	768	866	952	1020	530	17.633	1
233	1614777623.529187	768	866	951	1020	530	17.633	1
234	1614777623.539424	777	866	950	1021	530	17.633	1
235	1614777623.551215	777	866	949	1021	531	17.667	1
236	1614777623.562487	777	866	948	1021	531	17.667	1
237	1614777623.573115	777	866	948	1021	531	17.667	1
238	1614777623.584355	781	870	947	1021	532	17.7	1
239	1614777623.595578	781	870	946	1022	532	17.7	1
240	1614777623.606091	781	870	945	1022	533	17.733	1
241	1614777623.617612	781	870	945	1022	533	17.733	1
242	1614777623.628922	773	869	945	1021	533	17.733	1
243	1614777623.639387	773	869	948	1021	534	17.767	1
244	1614777623.651269	773	869	951	1021	534	17.767	1
245	1614777623.662347	773	869	954	1021	534	17.767	1
246	1614777623.672723	765	869	957	1021	535	17.8	1
247	1614777623.684535	765	869	960	1021	535	17.8	1
248	1614777623.695764	765	869	962	1021	535	17.8	1
249	1614777623.705944	765	869	964	1021	535	17.8	1
250	1614777623.7177699	765	869	966	1021	535	17.8	1
251	1614777623.729225	765	869	968	1021	535	17.8	1
252	1614777623.739208	765	869	970	1021	535	17.8	1
253	1614777623.751301	765	869	972	1020	536	17.833	1
254	1614777623.76247	765	869	974	1020	536	17.833	1
255	1614777623.772657	765	869	975	1019	537	17.867	1
256	1614777623.784332	765	869	977	1019	537	17.867	1
257	1614777623.795558	758	866	979	1019	537	17.867	1
258	1614777623.805858	758	866	981	1019	538	17.9	1
259	1614777623.819043	758	866	983	1019	538	17.9	1
260	1614777623.828961	758	866	985	1020	538	17.9	1
261	1614777623.839065	750	869	986	1021	538	17.9	1
262	1614777623.850853	750	869	988	1021	539	17.933	1
263	1614777623.86306	750	869	989	1022	539	17.933	1
264	1614777623.872494	750	869	990	1022	539	17.933	1
265	1614777623.884112	742	872	991	1022	540	17.967	1
266	1614777623.895646	742	872	991	1023	540	17.967	1
267	1614777623.905648	742	872	991	1023	540	17.967	1
268	1614777623.917434	742	872	992	1024	541	18.0	1
269	1614777623.928828	750	872	992	1023	541	18.0	1
270	1614777623.93915	750	872	993	1023	541	18.0	1
271	1614777623.950954	750	872	993	1024	542	18.033	1
272	1614777623.962174	750	872	993	1024	542	18.033	1
273	1614777623.972468	750	872	994	1024	543	18.067	1
274	1614777623.984519	759	872	994	1024	543	18.067	1
275	1614777623.995278	759	872	995	1024	543	18.067	1
276	1614777624.005792	759	872	994	1024	544	18.1	1
277	1614777624.017366	759	872	991	1025	544	18.1	1
278	1614777624.028787	762	876	987	1026	544	18.1	1
279	1614777624.0394561	762	876	982	1027	545	18.133	1
280	1614777624.0509071	762	876	978	1029	545	18.133	1
281	1614777624.0620642	762	876	975	1030	545	18.133	1
282	1614777624.072407	754	877	972	1032	546	18.167	1
283	1614777624.084191	754	877	969	1033	546	18.167	1
284	1614777624.0953538	754	877	965	1034	546	18.167	1
285	1614777624.105695	754	877	962	1035	547	18.2	1
286	1614777624.1173382	745	877	959	1037	547	18.2	1
287	1614777624.128776	745	877	956	1038	547	18.2	1
288	1614777624.140367	745	877	954	1039	548	18.233	1
289	1614777624.1508641	745	877	951	1039	548	18.233	1
290	1614777624.162123	736	879	949	1040	548	18.233	1
291	1614777624.172266	736	879	947	1041	549	18.267	1
292	1614777624.185601	736	879	944	1041	549	18.267	1
293	1614777624.195385	736	879	943	1042	549	18.267	1
294	1614777624.2054381	727	879	941	1042	549	18.267	1
295	1614777624.21732	727	879	942	1043	550	18.3	1
296	1614777624.22914	727	879	943	1043	550	18.3	1
297	1614777624.238635	727	879	947	1043	550	18.3	1
298	1614777624.250631	719	879	948	1043	551	18.333	1
299	1614777624.261927	719	879	950	1043	551	18.333	1
300	1614777624.273451	719	879	952	1043	551	18.333	1
301	1614777624.28395	719	879	954	1043	552	18.367	1
302	1614777624.295288	710	880	955	1043	552	18.367	1
303	1614777624.3055	710	880	956	1044	552	18.367	1
304	1614777624.3170722	710	880	957	1044	553	18.4	1
305	1614777624.32876	710	880	958	1045	553	18.4	1
306	1614777624.338856	702	879	958	1045	553	18.4	1
307	1614777624.3505151	702	879	958	1046	554	18.433	1
308	1614777624.36202	702	879	959	1046	554	18.433	1
309	1614777624.372291	702	879	959	1046	554	18.433	1
310	1614777624.383729	694	879	960	1047	555	18.467	1
311	1614777624.395241	694	879	960	1048	555	18.467	1
312	1614777624.4055882	694	879	959	1048	556	18.5	1
313	1614777624.417235	694	879	958	1049	556	18.5	1
314	1614777624.428491	685	879	955	1049	556	18.5	1
315	1614777624.438767	685	879	951	1049	557	18.533	1
316	1614777624.45045	685	879	948	1050	557	18.533	1
317	1614777624.461824	685	879	945	1050	557	18.533	1
318	1614777624.4722052	685	879	942	1050	558	18.567	1
319	1614777624.483857	676	879	939	1050	558	18.567	1
320	1614777624.495249	676	879	937	1050	558	18.567	1
321	1614777624.505307	676	879	934	1049	559	18.6	1
322	1614777624.517112	676	879	931	1049	559	18.6	1
323	1614777624.528403	668	880	929	1048	559	18.6	1
324	1614777624.538718	668	880	926	1048	559	18.6	1
325	1614777624.550599	668	880	924	1047	560	18.633	1
326	1614777624.561935	668	880	922	1047	560	18.633	1
327	1614777624.571828	660	880	920	1047	560	18.633	1
328	1614777624.583808	660	880	918	1047	561	18.667	1
329	1614777624.596016	660	880	916	1047	561	18.667	1
330	1614777624.6051948	660	880	914	1046	561	18.667	1
331	1614777624.617033	653	881	912	1046	562	18.7	1
332	1614777624.628484	653	881	910	1046	562	18.7	1
333	1614777624.638541	653	881	908	1046	562	18.7	1
334	1614777624.650399	653	881	905	1046	563	18.733	1
335	1614777624.66173	644	880	903	1045	563	18.733	1
336	1614777624.671882	644	880	900	1045	563	18.733	1
337	1614777624.683419	644	880	898	1045	564	18.767	1
338	1614777624.694813	644	880	896	1046	564	18.767	1
339	1614777624.7050982	644	880	893	1046	564	18.767	1
340	1614777624.716907	636	879	891	1046	565	18.8	1
341	1614777624.728559	636	879	889	1046	565	18.8	1
342	1614777624.738542	636	879	886	1046	565	18.8	1
343	1614777624.750216	636	879	884	1046	566	18.833	1
344	1614777624.7614331	627	880	881	1046	566	18.833	1
345	1614777624.7717788	627	880	879	1046	567	18.867	1
346	1614777624.783392	627	880	877	1047	567	18.867	1
347	1614777624.794944	627	880	875	1048	567	18.867	1
348	1614777624.805033	620	877	872	1049	568	18.9	1
349	1614777624.816768	620	877	870	1050	568	18.9	1
350	1614777624.827831	620	877	868	1050	568	18.9	1
351	1614777624.8384519	620	877	866	1050	568	18.9	1
352	1614777624.8500519	611	877	863	1051	569	18.933	1
353	1614777624.861378	611	877	861	1051	569	18.933	1
354	1614777624.872418	611	877	859	1051	570	18.967	1
355	1614777624.883451	611	877	857	1051	570	18.967	1
356	1614777624.894498	602	876	854	1051	570	18.967	1
357	1614777624.9050438	602	876	851	1051	570	18.967	1
358	1614777624.916807	602	876	850	1052	571	19.0	1
359	1614777624.9280472	602	876	848	1052	571	19.0	1
360	1614777624.9383981	593	876	846	1052	571	19.0	1
361	1614777624.9501538	593	876	844	1053	572	19.033	1
362	1614777624.961241	593	876	843	1053	572	19.033	1
363	1614777624.97166	593	876	840	1053	572	19.033	1
364	1614777624.9834561	584	876	835	1054	573	19.067	1
365	1614777624.9946141	584	876	829	1054	573	19.067	1
366	1614777625.0048811	584	876	823	1054	573	19.067	1
367	1614777625.0167232	584	876	818	1054	574	19.1	1
368	1614777625.027831	576	874	814	1054	574	19.1	1
369	1614777625.038266	576	874	810	1054	574	19.1	1
370	1614777625.049863	576	874	807	1054	575	19.133	1
371	1614777625.061102	576	874	804	1055	575	19.133	1
372	1614777625.071441	576	874	801	1055	575	19.133	1
373	1614777625.083569	570	874	799	1054	576	19.167	1
374	1614777625.09434	570	874	796	1054	576	19.167	1
375	1614777625.104772	570	874	793	1054	576	19.167	1
376	1614777625.116655	570	874	790	1053	577	19.2	1
377	1614777625.127808	566	871	787	1052	577	19.2	1
378	1614777625.138212	566	871	784	1052	577	19.2	1
379	1614777625.1499949	566	871	780	1052	578	19.233	1
380	1614777625.160892	566	871	777	1053	578	19.233	1
381	1614777625.1715539	561	872	774	1053	579	19.267	1
382	1614777625.183117	561	872	771	1053	579	19.267	1
383	1614777625.1942391	561	872	768	1052	579	19.267	1
384	1614777625.204868	561	872	766	1051	579	19.267	1
385	1614777625.216544	556	875	764	1051	580	19.3	1
386	1614777625.22769	556	875	761	1050	580	19.3	1
387	1614777625.238647	556	875	759	1050	581	19.333	1
388	1614777625.249674	556	875	755	1051	581	19.333	1
389	1614777625.260014	551	878	750	1065	581	19.333	1
390	1614777625.269652	551	878	743	1097	581	19.333	1
391	1614777625.282259	551	878	685	1345	581	19.333	1
392	1614777625.292339	551	878	1	-90	582	19.367	1
393	1614777625.302714	554	872	1	-90	582	19.367	1
394	1614777625.314656	554	872	1	-90	582	19.367	1
395	1614777625.32568	554	872	1	-90	583	19.4	1
396	1614777625.336377	554	872	1	-90	583	19.4	1
397	1614777625.3478222	547	876	1	-90	584	19.433	1
398	1614777625.3591619	547	876	1	-90	584	19.433	1
399	1614777625.370564	547	876	781	1119	584	19.433	1
400	1614777625.382407	547	876	771	1168	585	19.467	1
401	1614777625.3936741	540	880	717	1170	585	19.467	1
402	1614777625.404624	540	880	712	1175	585	19.467	1
403	1614777625.416273	540	880	710	1167	586	19.5	1
404	1614777625.427335	540	880	708	1158	586	19.5	1
405	1614777625.437813	540	880	706	1144	586	19.5	1
406	1614777625.44974	532	880	703	1135	587	19.533	1
407	1614777625.460622	532	880	700	1129	587	19.533	1
408	1614777625.471072	532	880	697	1123	587	19.533	1
409	1614777625.483241	532	880	695	1117	588	19.567	1
410	1614777625.494067	524	879	693	1112	588	19.567	1
411	1614777625.5045	524	879	690	1107	588	19.567	1
412	1614777625.517591	524	879	689	1103	589	19.6	1
413	1614777625.527471	524	879	688	1099	589	19.6	1
414	1614777625.538424	516	879	688	1095	589	19.6	1
415	1614777625.5494769	516	879	689	1090	590	19.633	1
416	1614777625.5606961	516	879	689	1086	590	19.633	1
417	1614777625.5713	516	879	689	1083	590	19.633	1
418	1614777625.582843	508	879	688	1079	591	19.667	1
419	1614777625.59391	508	879	688	1076	591	19.667	1
420	1614777625.604708	508	879	689	1073	591	19.667	1
421	1614777625.616227	508	879	689	1070	591	19.667	1
422	1614777625.627249	508	879	689	1068	592	19.7	1
423	1614777625.63799	499	879	688	1066	592	19.7	1
424	1614777625.649833	499	879	685	1067	592	19.7	1
425	1614777625.660143	499	879	681	1084	593	19.733	1
426	1614777625.669245	499	879	671	1126	593	19.733	1
427	1614777625.68073	490	879	656	1272	593	19.733	1
428	1614777625.691928	490	879	1	-90	594	19.767	1
429	1614777625.702416	490	879	1	-90	594	19.767	1
430	1614777625.714306	490	879	1	-90	594	19.767	1
431	1614777625.7253768	481	879	1	-90	595	19.8	1
432	1614777625.736023	481	879	1	-90	595	19.8	1
433	1614777625.7489278	481	879	1	-90	596	19.833	1
434	1614777625.75973	481	879	607	1648	596	19.833	1
435	1614777625.77025	480	876	608	1644	596	19.833	1
436	1614777625.7819529	480	876	606	1634	597	19.867	1
437	1614777625.7931302	480	876	608	1561	597	19.867	1
438	1614777625.8042278	480	876	607	1503	597	19.867	1
439	1614777625.8161411	480	876	609	1447	598	19.9	1
440	1614777625.827492	489	876	609	1399	598	19.9	1
441	1614777625.837908	489	876	610	1351	598	19.9	1
442	1614777625.849431	489	876	610	1310	599	19.933	1
443	1614777625.860485	489	876	610	1280	599	19.933	1
444	1614777625.870982	498	876	610	1253	599	19.933	1
445	1614777625.88305	498	876	609	1233	600	19.967	1
446	1614777625.893686	498	876	607	1215	600	19.967	1
447	1614777625.9042811	498	876	606	1198	600	19.967	1
448	1614777625.916073	507	876	605	1183	601	20.0	1
449	1614777625.927131	507	876	605	1168	601	20.0	1
450	1614777625.937594	507	876	604	1156	601	20.0	1
451	1614777625.949461	507	876	604	1144	602	20.033	1
452	1614777625.960518	515	876	604	1134	602	20.033	1
453	1614777625.970972	515	876	603	1126	602	20.033	1
454	1614777625.982681	515	876	602	1118	602	20.033	1
455	1614777625.9937608	515	876	601	1112	603	20.067	1
456	1614777626.004226	515	876	601	1106	603	20.067	1
457	1614777626.01617	524	876	602	1102	603	20.067	1
458	1614777626.0271661	524	876	603	1098	604	20.1	1
459	1614777626.037628	524	876	606	1093	604	20.1	1
460	1614777626.049453	524	876	610	1088	604	20.1	1
461	1614777626.060135	533	876	613	1084	605	20.133	1
462	1614777626.070977	533	876	617	1079	605	20.133	1
463	1614777626.083467	533	876	619	1076	606	20.167	1
464	1614777626.093641	533	876	622	1072	606	20.167	1
465	1614777626.104245	527	874	625	1069	606	20.167	1
466	1614777626.115912	527	874	627	1067	607	20.2	1
467	1614777626.126807	527	874	629	1065	607	20.2	1
468	1614777626.137491	527	874	631	1063	607	20.2	1
469	1614777626.149199	518	876	633	1061	608	20.233	1
470	1614777626.160178	518	876	634	1059	608	20.233	1
471	1614777626.170717	518	876	636	1058	608	20.233	1
472	1614777626.18243	518	876	637	1057	609	20.267	1
473	1614777626.1934369	518	876	638	1055	609	20.267	1
474	1614777626.203868	510	876	638	1053	609	20.267	1
475	1614777626.215801	510	876	639	1052	610	20.3	1
476	1614777626.226929	510	876	641	1051	610	20.3	1
477	1614777626.237281	510	876	645	1050	610	20.3	1
478	1614777626.249123	510	876	651	1049	611	20.333	1
479	1614777626.26036	501	876	657	1048	611	20.333	1
480	1614777626.270625	501	876	662	1048	611	20.333	1
481	1614777626.282516	501	876	666	1047	612	20.367	1
482	1614777626.2935688	501	876	670	1046	612	20.367	1
483	1614777626.304219	492	874	673	1046	612	20.367	1
484	1614777626.3156462	492	874	676	1046	613	20.4	1
485	1614777626.326966	492	874	679	1046	613	20.4	1
486	1614777626.337271	492	874	682	1046	613	20.4	1
487	1614777626.349138	483	874	685	1046	613	20.4	1
488	1614777626.360188	483	874	687	1046	614	20.433	1
489	1614777626.370814	483	874	690	1045	614	20.433	1
490	1614777626.382319	483	874	691	1045	614	20.433	1
491	1614777626.3934538	475	873	692	1045	615	20.467	1
492	1614777626.4038892	475	873	693	1045	615	20.467	1
493	1614777626.416528	475	873	694	1044	615	20.467	1
494	1614777626.4267778	475	873	695	1044	616	20.5	1
495	1614777626.437311	466	873	695	1044	616	20.5	1
496	1614777626.44886	466	873	695	1044	616	20.5	1
497	1614777626.460118	466	873	694	1044	617	20.533	1
498	1614777626.470791	466	873	690	1044	617	20.533	1
499	1614777626.482343	457	873	685	1044	617	20.533	1
500	1614777626.493532	457	873	680	1044	618	20.566999999999997	1
501	1614777626.503951	457	873	676	1044	618	20.566999999999997	1
502	1614777626.5162199	457	873	671	1044	618	20.566999999999997	1
503	1614777626.5266368	457	873	667	1043	619	20.6	1
504	1614777626.537306	449	871	664	1043	619	20.6	1
505	1614777626.5489461	449	871	661	1042	620	20.633000000000003	1
506	1614777626.559988	449	871	657	1042	620	20.633000000000003	1
507	1614777626.570454	449	871	654	1041	620	20.633000000000003	1
